	Factor 1	Factor 2	Index 1	Index 2	Result
9440	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	1	8.633373960483576
9441	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
9442	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
9443	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
9444	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
9445	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
9446	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	6	12.277360332046616
9447	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	6	14.140178227089454
9448	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	6	19.752309984816016
9449	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	6	5.118767577302955
9450	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	2	26.39030935593165
9451	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	2	28.319940856247328
9452	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	22.513955141197386
9453	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	4	24.37677303624022
9454	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	4	29.988904793966785
9455	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	4	6.517444882033797
9456	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	15.355362386453724
9457	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	3	30.50139284535408
9458	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
9459	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
9460	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	9	7.040253527561567
9461	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
9462	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
9463	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
9464	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
9465	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
9466	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
9467	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
9468	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
9469	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
9470	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
9471	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
9472	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
9473	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
9474	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	2	3	21.218533062558905
9475	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	3	3	20.641581863100072
9476	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	4	3	19.70856066178846
9477	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	5	3	18.86979649155983
9478	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
9479	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
9480	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
9481	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
9482	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
9483	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
9484	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
9485	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
9486	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
9487	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
9488	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
9489	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	0	17.056951856892418
9490	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	25.894869361312352
9491	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	3	30.50139284535408
9492	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
9493	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
9494	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
9495	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
9496	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
9497	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	1	14.105989054803915
9498	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	2	6	7.156294468152762
9499	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	3	6	6.504767284618519
9500	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	4	6	5.513164743176549
9501	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	1	0	29.23297313127245
9502	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	5	0	25.418931042280803
9503	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	6	0	25.094821577786973
9504	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	7	0	24.837560829642268
9505	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	8	0	24.09940127945923
9506	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	9	0	23.937259153394056
9507	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	10	0	23.80851719858213
9508	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	2	23.685758721821895
9509	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	2	21.98693204660431
9510	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
9511	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
9512	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
9513	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	5	9.30363762439443
9514	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
9515	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
9516	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	2	3	21.218533062558905
9517	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	3	3	20.641581863100072
9518	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	4	3	19.70856066178846
9519	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	5	3	18.86979649155983
9520	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	2	25.102331163442788
9521	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	2	23.461327901990114
9522	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	2	22.15783267814362
9523	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	2	20.299979733033304
9524	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	2	19.646684567747318
9525	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	2	19.127753772351788
9526	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	2	18.715552389701195
9527	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	2	18.388129193069442
9528	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	2	18.128047703281158
9529	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
9530	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
9531	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
9532	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
9533	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	9	9.660191252132831
9534	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	9	8.698606194578158
9535	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	9	8.39137212457706
9536	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	9	8.197469612112172
9537	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	9	8.075212455573965
9538	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	9	7.998073404740916
9539	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	9	7.949401954071575
9540	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	9	7.918692344805247
9541	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	22.513955141197386
9542	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	4	24.37677303624022
9543	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	4	29.988904793966785
9544	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	4	6.517444882033797
9545	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	15.355362386453724
9546	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	2	7.432302860596303
9547	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
9548	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
9549	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
9550	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
9551	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
9552	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
9553	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	7	7.265653516301863
9554	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	7	15.669909775395832
9555	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	1	26.386502544555988
9556	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	1	25.809551345097155
9557	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	1	24.876530143785548
9558	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	1	24.037765973556915
9559	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
9560	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
9561	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
9562	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
9563	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
9564	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	0	24.42359803847687
9565	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	2	30.528396583150577
9566	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	2	27.643640050925498
9567	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	2	24.09400465811368
9568	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
9569	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
9570	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
9571	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
9572	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
9573	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
9574	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
9575	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
9576	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
9577	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
9578	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
9579	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	2	28.948347066234287
9580	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	2	30.81116496127713
9581	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	2	12.951836807070706
9582	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	2	21.78975431149064
9583	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	0	7	7.265653516301858
9584	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	1	7	7.604358762944082
9585	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	2	7	8.134030544881256
9586	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
9587	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
9588	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	3	6.010515966406338
9589	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
9590	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	4	17.248928692092164
9591	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	4	15.548563676812007
9592	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	3	30.991385176960243
9593	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	3	30.797482664495355
9594	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	3	30.675225507957148
9595	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	3	30.598086457124104
9596	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	3	30.549415006454762
9597	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	3	30.518705397188434
9598	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	6	7.008469747411209
9599	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	6	5.3056666274382245
9600	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	0	24.788956102065683
9601	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	0	23.827371044511015
9602	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	0	23.52013697450991
9603	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	0	23.326234462045022
9604	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	0	23.203977305506807
9605	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	0	23.12683825467377
9606	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	0	23.078166804004425
9607	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	0	23.0474571947381
9608	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	6	8.042080043419151
9609	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	6	7.872691921126256
9610	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	8	6	7.738142152962077
9611	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	9	6	7.631265473133662
9612	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	10	6	7.546370308712367
9613	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
9614	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
9615	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	2	14.222201332865932
9616	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	5	5.545111733281576
9617	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
9618	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
9619	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	6	5.381457049952488
9620	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
9621	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	5	5.0835662895972265
9622	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
9623	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
9624	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
9625	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
9626	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	5	9.30363762439443
9627	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	1	26.386502544555988
9628	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	1	25.809551345097155
9629	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	1	24.876530143785548
9630	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	1	24.037765973556915
9631	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	0	28.208404644605704
9632	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	0	27.63145344514687
9633	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	0	26.69843224383525
9634	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	0	25.859668073606624
9635	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
9636	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	7	5.401782340850441
9637	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	7	7.265653516301863
9638	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	7	15.669909775395832
9639	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	4	17.248928692092164
9640	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	4	15.548563676812007
9641	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	4	18.66793923840588
9642	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	4	17.026935976953204
9643	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	4	15.723440753106713
9644	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	4	13.865587807996395
9645	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	4	13.21229264271041
9646	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	4	12.693361847314884
9647	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	4	12.281160464664293
9648	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	4	11.953737268032533
9649	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	4	11.69365577824425
9650	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	5.0959492317849255
9651	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	6.958767126827762
9652	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	7	12.57089888455432
9653	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	3	30.50139284535408
9654	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	0	28.208404644605704
9655	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	0	27.63145344514687
9656	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	0	26.69843224383525
9657	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	0	25.859668073606624
9658	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
9659	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
9660	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
9661	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
9662	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
9663	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	0	24.42359803847687
9664	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
9665	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
9666	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	5	5.0835662895972265
9667	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
9668	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
9669	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
9670	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
9671	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
